CODIGO,NOMBRE,DEPARTAMENTO_CENTRO,MUNICIPIO_CENTRO,SECTOR,ZONA,Total matricula inicial
82017,CENTRO ESCOLAR CASERIO LAS PALMERAS,,,,,
82018,CENTRO ESCOLAR CASERIO EL TRIUNFO,,,,,
82019,CENTRO ESCOLAR CASERIO LA LOMA,,,,,
82020,CENTRO ESCOLAR CANTON LA MONTAÑITA,SAN MIGUEL,CIUDAD BARRIOS,PUBLICO,Rural,23
82021,CENTRO ESCOLAR CASERIO EL BOSQUE,,,,,
82022,COMPLEJO EDUCATIVO CASERIO AMAPALA,,,,,
82023,CENTRO ESCOLAR CASERIO LA ANGOSTURA,,,,,
82024,CENTRO ESCOLAR CASERIO JOYA GRANDE,,,,,
82025,CENTRO ESCOLAR CASERIO LAS MARIAS,,,,,
82026,CENTRO ESCOLAR CASERIO EL CAULOTE,,,,,
82027,CENTRO ESCOLAR CASERIO LA ARENERA,,,,,
82028,CENTRO ESCOLAR CASERIO EL PICACHO,,,,,
82029,CENTRO ESCOLAR CASERIO LA GUARUMA,,,,,
82030,CENTRO ESCOLAR CASERIO LA CRUZ,,,,,
82031,CENTRO ESCOLAR CASERIO EL PICACHO,,,,,
82032,CENTRO ESCOLAR  CASERIO SAN ANTONIO DEL PUENTE,,,,,
82033,CENTRO ESCOLAR HACIENDA TAMERA,,,,,
82034,CENTRO ESCOLAR CANTON SAN JERONIMO,SAN MIGUEL,CHAPELTIQUE,PUBLICO,Rural,65
82037,CENTRO ESCOLAR CASERIO EL RODEO,,,,,
82038,CENTRO ESCOLAR CANTON SINGALTIQUE,SAN MIGUEL,CHAPELTIQUE,PUBLICO,Rural,81
82039,"CENTRO ESCOLAR ""JOSE ARLE CUADRA""",SAN MIGUEL,CHINAMECA,PUBLICO,Rural,73
82040,CENTRO ESCOLAR CANTON  EL JOCOTILLO,SAN MIGUEL,CHINAMECA,PUBLICO,Rural,17
82041,CENTRO ESCOLAR CASERIO EL TALQUEZAL,,,,,
82042,CENTRO ESCOLAR CASERIO LOS PAJARITOS,,,,,
82043,CENTRO ESCOLAR CASERIO LOS RILLITOS,,,,,
82044,CENTRO ESCOLAR CASERIO EL ESTERITO,,,,,
82045,CENTRO ESCOLAR CASERIO LLANO LAS ROSAS,,,,,
82046,CENTRO ESCOLAR CANTON CALLE NUEVA,SAN MIGUEL,EL TRANSITO,PUBLICO,Rural,64
82047,CENTRO ESCOLAR CASERIO SAN CARLOS,,,,,
82049,CENTRO ESCOLAR CASERIO EL LLANITO,,,,,
82051,CENTRO ESCOLAR CASERIO VADO MARIN,,,,,
82055,CENTRO ESCOLAR CANTON PIEDRA PACHA,SAN MIGUEL,EL TRANSITO,PUBLICO,Rural,76
82056,CENTRO ESCOLAR CANTON  LA PRADERA,SAN MIGUEL,EL TRANSITO,PUBLICO,Rural,334
82057,CENTRO ESCOLAR CANTON PRIMAVERA 2,SAN MIGUEL,EL TRANSITO,PUBLICO,Rural,95
82059,CENTRO ESCOLAR CASERIO CONACASTILLO,,,,,
82060,CENTRO ESCOLAR CASERIO EL CORRALITO,,,,,
82061,CENTRO ESCOLAR CASERIO EL GUACHIPILIN,,,,,
82062,CENTRO ESCOLAR CASERIO LAS  LAJAS,,,,,
82063,CENTRO ESCOLAR CANTON CONCEPCION,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,165
82064,CENTRO ESCOLAR CANTON EL JICARO,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,89
82066,CENTRO ESCOLAR CASERIO LAS ANONAS,,,,,
82067,CENTRO ESCOLAR CASERIO EL CHIRRION,,,,,
82068,CENTRO ESCOLAR CANTON LAS VENTAS,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,119
82069,CENTRO ESCOLAR CANTON SAN FRANCISCO,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,136
82070,CENTRO ESCOLAR CANTON SANTA BARBARA,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,34
82073,CENTRO ESCOLAR CANTON EL MOGOTE,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,71
82074,CENTRO ESCOLAR CANTON SAN RAFAEL DE LABRA,SAN MIGUEL,LOLOTIQUE,PUBLICO,Rural,20
82075,CENTRO ESCOLAR CANTON  EL CERRO,SAN MIGUEL,MONCAGUA,PUBLICO,Rural,166
82078,COMPLEJO EDUCATIVO CANTON EL JOBO,SAN MIGUEL,MONCAGUA,PUBLICO,Rural,447
82079,"CENTRO ESCOLAR ""AMOR Y PAZ""",SAN MIGUEL,MONCAGUA,PUBLICO,Rural,100
82080,CENTRO ESCOLAR CASERIO AMERICA,,,,,
82085,CENTRO ESCOLAR CASERIO LAS POZAS,,,,,
82087,CENTRO ESCOLAR CANTON SANTA BARBARA,SAN MIGUEL,MONCAGUA,PUBLICO,Rural,50
82088,CENTRO ESCOLAR CASERIO OJO DE AGUA,,,,,
82089,CENTRO ESCOLAR CANTON CUCURUCHOS,SAN MIGUEL,NUEVO EDEN DE SAN JUAN,PUBLICO,Rural,103
82090,CENTRO ESCOLAR CASERIO PALITOS,,,,,
82091,CENTRO ESCOLAR CANTON EL JARDIN,SAN MIGUEL,NUEVO EDEN DE SAN JUAN,PUBLICO,Rural,71
82092,CENTRO ESCOLAR CASERIO LA ADOBERA,,,,,
82093,CENTRO ESCOLAR CANTON EL OJEO,SAN MIGUEL,NUEVO EDEN DE SAN JUAN,PUBLICO,Rural,42
82094,CENTRO ESCOLAR HACIENDA LAS PAMPAS,,,,,
82095,CENTRO ESCOLAR CANTON QUESERAS,SAN MIGUEL,NUEVO EDEN DE SAN JUAN,PUBLICO,Rural,46
82096,CENTRO ESCOLAR CANTON SAN DIEGO,SAN MIGUEL,SAN ANTONIO,PUBLICO,Rural,73
82097,CENTRO ESCOLAR CASERIO LA LAGUNA,,,,,
82098,CENTRO ESCOLAR CASERIO LA FRAGUA,,,,,
82099,CENTRO ESCOLAR CASERIO EL BAJIO,,,,,
82100,COMPLEJO EDUCATIVO  CASERIO LA CHORRERA,,,,,
82101,CENTRO ESCOLAR CASERIO TALPETATE,,,,,
82102,CENTRO ESCOLAR CANTON  QUEBRACHO,SAN MIGUEL,SAN GERARDO,PUBLICO,Rural,29
82103,CENTRO ESCOLAR CASERIO LA CAÑADA,,,,,
82105,CENTRO ESCOLAR CANTON  LA JOYA,SAN MIGUEL,SAN GERARDO,PUBLICO,Rural,49
82106,CENTRO ESCOLAR CASERIO EL HUISCOYOL,,,,,
82107,CENTRO ESCOLAR CASERIO CALDERAS,,,,,
82108,CENTRO ESCOLAR CASERIO LA VEGA,,,,,
82109,CENTRO ESCOLAR CASERIO BELENCITO,,,,,
82110,CENTRO ESCOLAR CASERIO TIERRA AGRIA,,,,,
82111,CENTRO ESCOLAR CASERIO EL TAMARINDO,,,,,
82112,CENTRO ESCOLAR CANTON SAN ANTONIO,SAN MIGUEL,SAN LUIS DE LA REINA,PUBLICO,Rural,159
82113,CENTRO ESCOLAR CASERIO LAS ARADAS,,,,,
82114,CENTRO ESCOLAR CASERIO CASAS DE LADRILLO,,,,,
82115,CENTRO ESCOLAR CANTON SAN JUAN,SAN MIGUEL,SAN LUIS DE LA REINA,PUBLICO,Rural,60
82116,CENTRO ESCOLAR CASERIO GUALUCA,,,,,
82117,CENTRO ESCOLAR CASERIO COOPERATIVA SAN CARLOS III,,,,,
82118,CENTRO ESCOLAR CASERIO UNO,,,,,
82119,CENTRO ESCOLAR CASERIO EL MORAL,,,,,
82120,CENTRO ESCOLAR CASERIO AGUA SALADA,,,,,
82121,CENTRO ESCOLAR CASERIO ALTO EL MORA,,,,,
82122,"CENTRO ESCOLAR ""FRANCISCO ANTONIO SILVA""",SAN MIGUEL,SAN MIGUEL,PUBLICO,Rural,305
82123,CENTRO ESCOLAR CASERIO EL MACHO,,,,,
82124,CENTRO ESCOLAR CASERIO LA PIEDRONA,,,,,
82126,CENTRO ESCOLAR CASERIO EL MANGO,,,,,
82127,CENTRO ESCOLAR CANTON CHARLACA,SAN MIGUEL,SESORI,PUBLICO,Rural,56
82128,"COMPLEJO EDUCATIVO ""MARDOQUEO PORTILLO""",SAN MIGUEL,SESORI,PUBLICO,Rural,288
82129,CENTRO ESCOLAR CASERIO SAN NICOLAS,,,,,
82130,CENTRO ESCOLAR CANTON  EL ESPIRITU SANTO,SAN MIGUEL,SESORI,PUBLICO,Rural,74
82131,CENTRO ESCOLAR CASERIO SAN ANDRES,,,,,
82132,CENTRO ESCOLAR CASERIO LOS ESPINOS,,,,,
82133,CENTRO ESCOLAR CASERIO SAN JOSE LAS FLORES,,,,,
82134,CENTRO ESCOLAR CANTON LAS MESAS,SAN MIGUEL,SESORI,PUBLICO,Rural,45
82135,CENTRO ESCOLAR CASERIO LA MAJADA,,,,,
82136,CENTRO ESCOLAR  FE Y ESPERANZA,,,,,
82137,CENTRO ESCOLAR CASERIO LLANO EL AMATE,,,,,
82138,COMPLEJO EDUCATIVO CANTON MANAGUARA,SAN MIGUEL,SESORI,PUBLICO,Rural,237
82139,CENTRO ESCOLAR CASERIO CORDONCILLO,,,,,
82140,CENTRO ESCOLAR CASERIO  LIMONES,,,,,
82141,CENTRO ESCOLAR CANTON MAZATEPEQUE,SAN MIGUEL,SESORI,PUBLICO,Rural,137
82142,CENTRO ESCOLAR CASERIO SAN JORGE,,,,,
82143,CENTRO ESCOLAR CASERIO EL COYOL,,,,,
82144,CENTRO ESCOLAR CASERIO GUAJINIQUIL,,,,,
82145,CENTRO ESCOLAR CASERIO SANTA CRUZ,,,,,
82146,CENTRO ESCOLAR CANTON SANTA ROSA,SAN MIGUEL,SESORI,PUBLICO,Rural,52
82147,CENTRO ESCOLAR CASERIO LOS VILLACORTA,,,,,
82148,CENTRO ESCOLAR CANTON EL CAHUANO,SAN MIGUEL,SESORI,PUBLICO,Rural,74
82149,CENTRO ESCOLAR CANTON EL JUNQUILLO,SAN MIGUEL,SAN LUIS DE LA REINA,PUBLICO,Rural,96
82150,CENTRO ESCOLAR CASERIO SANTA ANITA,,,,,
82151,CENTRO ESCOLAR  CASERIO LA CEIBA,,,,,
82152,CENTRO ESCOLAR  CASERIO LLANO EL HIGO,,,,,
82153,CENTRO ESCOLAR  CASERIO EL CHIRRION,,,,,
82154,CENTRO ESCOLAR CASERIO MUNDO NUEVO,,,,,
82155,CENTRO ESCOLAR CASERIO LA CRIBA,,,,,
82156,CENTRO ESCOLAR CASERIO CORRAL FALSO,,,,,
82157,CENTRO ESCOLAR CASERIO  SICAHUITE,,,,,
82158,CENTRO ESCOLAR CASERIO SANTA TERESITA,,,,,
82159,CENTRO ESCOLAR CASERIO HACIENDA CANDELARIA,,,,,
82160,CENTRO ESCOLAR CANTON MONTECILLOS,SAN MIGUEL,NUEVO EDEN DE SAN JUAN,PUBLICO,Rural,21
84001,CENTRO ESCOLAR  CANTON PUEBLO VIEJO,MORAZAN,ARAMBALA,PUBLICO,Rural,16
84002,CENTRO ESCOLAR CASERIO LAS QUEBRADAS,,,,,
84003,CENTRO ESCOLAR  CASERIO CUMARO,,,,,
84004,CENTRO ESCOLAR  CASERIO EL PINALITO,,,,,
84005,CENTRO ESCOLAR  CASERIO FLOR DEL MUERTO,,,,,
84006,CENTRO ESCOLAR CASERIO EL LLANO,,,,,
84007,CENTRO ESCOLAR CANTON CALAVERA,MORAZAN,CACAOPERA,PUBLICO,Rural,113
84008,CENTRO ESCOLAR  CASERIO JIMILILE,,,,,
84009,"CENTRO ESCOLAR ""ASUNCION MOLINA""",MORAZAN,CACAOPERA,PUBLICO,Rural,99
84010,CENTRO ESCOLAR CASERIO LA GUARA,,,,,
84011,CENTRO ESCOLAR CASERIO LOS FUENTES,,,,,
84012,CENTRO ESCOLAR CANTON CORRALITO,MORAZAN,CORINTO,PUBLICO,Rural,199
84013,CENTRO ESCOLAR CASERIO CERRO DE NUBE,,,,,
84014,CENTRO ESCOLAR  CASERIO  LLANO GRANDE,,,,,
84015,CENTRO ESCOLAR  CASERIO  ALTOS DEL AGUACATE,,,,,
84016,CENTRO ESCOLAR  CASERIO LAS MARIAS,,,,,
84017,CENTRO ESCOLAR CASERIO HACIENDA VIEJA,,,,,
84018,CENTRO ESCOLAR CASERIO LOS VELASQUEZ,,,,,
84019,CENTRO ESCOLAR  CASERIO MATAPALOS 2,,,,,
84020,CENTRO ESCOLAR CASERIO PIEDRA PARADA,,,,,
84021,CENTRO ESCOLAR CASERIO LA TORTUGA,,,,,
84022,CENTRO ESCOLAR  CASERIO LA PATERNA,,,,,
84023,CENTRO ESCOLAR  CASERIO LLANO VERDE,,,,,
84024,CENTRO ESCOLAR  CASERIO LA CEIBA,,,,,
84025,CENTRO ESCOLAR  CANTON LA LAGUNA,MORAZAN,CORINTO,PUBLICO,Rural,79
84026,CENTRO ESCOLAR CASERIO LOS FUENTES,,,,,
84027,COMPLEJO EDUCATIVO  CASERIO LA ERMITA,,,,,
84028,CENTRO ESCOLAR CASERIO QUEBRADA SECA,,,,,
84029,CENTRO ESCOLAR CASERIO QUEBRADA HONDA,,,,,
84030,CENTRO ESCOLAR  CASERIO BABILONIA,,,,,
84031,"CENTRO ESCOLAR ""CASERIO LOS VILLATORO",,,,,
84032,CENTRO ESCOLAR CASERIO LOS MENDEZ,,,,,
84033,CENTRO ESCOLAR CASERIO COPALIO,,,,,
84034,CENTRO ESCOLAR CASERIO JALACATE,,,,,
84035,CENTRO ESCOLAR  CANTON JOYA DEL MATAZANO,MORAZAN,CHILANGA,PUBLICO,Rural,97
84036,CENTRO ESCOLAR CASERIO LOS FERRUFINO,,,,,
84037,CENTRO ESCOLAR CASERIO  LOS MATA,,,,,
84038,CENTRO ESCOLAR CASERIO  CRUCITAS,,,,,
84039,CENTRO ESCOLAR  CANTON PIEDRA PARADA,MORAZAN,CHILANGA,PUBLICO,Rural,197
84040,COMPLEJO EDUCATIVO CASERIO  LOS SANCHEZ,,,,,
84041,CENTRO ESCOLAR CANTON LA CUCHILLA,MORAZAN,DELICIAS DE CONCEPCION,PUBLICO,Rural,140
84042,CENTRO ESCOLAR CASERIO LA CUCHILLA,,,,,
84043,CENTRO ESCOLAR CASERIO LOS VENTURA,,,,,
84044,CENTRO ESCOLAR  CASERIO EL TABLON,,,,,
84045,"CENTRO ESCOLAR ""CANTON OJO DE AGUA""",MORAZAN,EL ROSARIO,PUBLICO,Rural,32
84046,CENTRO ESCOLAR  CANTON LA JOYA,MORAZAN,GUALOCOCTI,PUBLICO,Rural,111
84047,CENTRO ESCOLAR  CASERIO LAS MARIAS,,,,,
84048,CENTRO ESCOLAR  CASERIO EL CHUPADERO,,,,,
84049,CENTRO ESCOLAR  CANTON SAN LUCAS,MORAZAN,GUALOCOCTI,PUBLICO,Rural,332
84050,COMPLEJO EDUCATIVO CANTON LOS ABELINES,MORAZAN,GUATAJIAGUA,PUBLICO,Rural,294
84051,CENTRO ESCOLAR CASERIO LA CHARANGA,,,,,
84052,CENTRO ESCOLAR CASERIO EL RETEN,,,,,
84053,CENTRO ESCOLAR  CASERIO EL VOLCAN,,,,,
84054,CENTRO ESCOLAR CASERIO EL BOTIJON,,,,,
84055,CENTRO ESCOLAR  CASERIO EL GUALABO,,,,,
84056,CENTRO ESCOLAR CASERIO LOS AMATES,,,,,
84057,CENTRO ESCOLAR CANTON  PAJIGUA ABAJO,MORAZAN,GUATAJIAGUA,PUBLICO,Rural,18
84058,CENTRO ESCOLAR  CASERIO EL GUISCOYOL,,,,,
84059,CENTRO ESCOLAR  CASERIO EL CAPULIN,,,,,
84061,CENTRO ESCOLAR CASERIO LAS CAÑAS,,,,,
84062,CENTRO ESCOLAR CASERIO EL PORTILLO,,,,,
84063,CENTRO ESCOLAR  CASERIO LOS PLANES,,,,,
84064,CENTRO ESCOLAR  CANTON EL ZAPOTAL,MORAZAN,JOATECA,PUBLICO,Rural,20
84065,CENTRO ESCOLAR CASERIO  EL LIMON,,,,,
84066,CENTRO ESCOLAR  CANTON PATURLA,MORAZAN,JOATECA,PUBLICO,Rural,47
84067,CENTRO ESCOLAR  CASERIO EL RINCON,,,,,
84068,CENTRO ESCOLAR CASERIO EL VOLCANCILLO,,,,,
84069,CENTRO ESCOLAR  CASERIO CHUPADERO,,,,,
84070,CENTRO ESCOLAR  CASERIO LOS LAZOS,,,,,
84071,"CENTRO ESCOLAR ""CASERIO LAURELES ARRIBA",,,,,
84072,CENTRO ESCOLAR CASERIO LOS MOLINAS,,,,,
84073,CENTRO ESCOLAR CASERIO  EL ACHIOTE,,,,,
84074,CENTRO ESCOLAR  CASERIO SAN JUAN ARRIBA,,,,,
84075,CENTRO ESCOLAR  CASERIO LAS MEZAS,,,,,
84076,CENTRO ESCOLAR  CASERIO GUAJINIQUIL,,,,,
84077,CENTRO ESCOLAR CASERIO EL TABLON,,,,,
84078,COMPLEJO EDUCATIVO CASERIO EL MOZOTE,,,,,
84079,CENTRO ESCOLAR CASERIO EL POTRERO,,,,,
84080,CENTRO ESCOLAR  CASERIO LA LOMA,,,,,
84081,CENTRO ESCOLAR CASERIO EL TABLON,,,,,
84082,CENTRO ESCOLAR  CASERIO  EL CHAGUITON,,,,,
84083,CENTRO ESCOLAR CASERIO EL VOLCANCILLO,,,,,
84084,CENTRO ESCOLAR  CASERIO JOYA DEL TALCHIGA,,,,,
84085,CENTRO ESCOLAR CANTON SAN DIEGO,MORAZAN,SAN CARLOS,PUBLICO,Rural,16
84086,CENTRO ESCOLAR CASERIO LOS GRANADOS,,,,,
84087,CENTRO ESCOLAR CASERIO OCOTILLO,,,,,
84088,CENTRO ESCOLAR CASERIO PLATANARES,,,,,
84089,CENTRO ESCOLAR CASERIO EL TABLON,,,,,
84090,CENTRO ESCOLAR CASERIO SANTA CATARINA,,,,,
84091,CENTRO ESCOLAR CANTON EL ROSARIO,MORAZAN,SAN ISIDRO,PUBLICO,Rural,120
84092,CENTRO ESCOLAR CANTON PIEDRA PARADA,MORAZAN,SAN ISIDRO,PUBLICO,Rural,144
84093,CENTRO ESCOLAR  CASERIO SEQUIA DE AGUA,,,,,
84094,COMPLEJO EDUCATIVO CANTON EL CARRIZAL,MORAZAN,SAN SIMON,PUBLICO,Rural,742
84095,CENTRO ESCOLAR  CANTON EL CERRO,MORAZAN,SAN SIMON,PUBLICO,Rural,142
84096,COMPLEJO EDUCATIVO  CANTON VALLE GRANDE,MORAZAN,SAN SIMON,PUBLICO,Rural,408
84097,CENTRO ESCOLAR  CASERIO EL MATAZANO,,,,,
84099,CENTRO ESCOLAR LOS GONZALEZ,,,,,
84100,CENTRO ESCOLAR  CASERIO LOS VASQUEZ,,,,,
84101,CENTRO ESCOLAR  CASERIO EL JICARO,,,,,
84102,CENTRO ESCOLAR  CASERIO MARTIN BARO,,,,,
84103,CENTRO ESCOLAR  CANTON AGUA ZARCA,MORAZAN,TOROLA,PUBLICO,Rural,102
84104,CENTRO ESCOLAR  CASERIO SAN JOSE CUREÑAS,,,,,
84105,CENTRO ESCOLAR  CASERIO LA JOYA,,,,,
84106,CENTRO ESCOLAR CANTON EL PROGRESO,MORAZAN,TOROLA,PUBLICO,Rural,69
84107,CENTRO ESCOLAR CASERIO LOS CIMIENTOS,,,,,
84108,CENTRO ESCOLAR CASERIO LA GUARUMA,,,,,
84109,CENTRO ESCOLAR  CASERIO MINITAS,,,,,
84111,CENTRO ESCOLAR CASERIO PUEBLO VIEJO,,,,,
84112,CENTRO ESCOLAR CASERIO EL CHICHIPATE,,,,,
84113,CENTRO ESCOLAR CASERIO SAN RAMON,,,,,
84114,CENTRO ESCOLAR CANTON POZA HONDA,MORAZAN,MEANGUERA,PUBLICO,Rural,45
84115,"CENTRO ESCOLAR ""GEREMIAS VENTURA""",MORAZAN,YAMABAL,PUBLICO,Rural,55
84116,"COMPLEJO EDUCATIVO ""CASERIO EL RODEO",,,,,
84117,CENTRO ESCOLAR CASERIO PAPALON,,,,,
84118,"CENTRO ESCOLAR ""CASERIO TIQUISERA",,,,,
84119,CENTRO ESCOLAR CASERIO COPANTE,,,,,
84120,CENTRO ESCOLAR CASERIO LAJITAS,,,,,
84121,COMPLEJO EDUCATIVO  CASERIO RANCHO QUEMADO,,,,,
84122,"CENTRO ESCOLAR ""ANA JULIA Y CARMELINA MEJIA RAMIREZ""",MORAZAN,MEANGUERA,PUBLICO,Rural,159
84123,"CENTRO ESCOLAR ""MARIA MERCEDES VENTURA BLANCO""",MORAZAN,MEANGUERA,PUBLICO,Rural,159
84124,"CENTRO ESCOLAR ""JOSEP CALLIS I FRANCO""",MORAZAN,MEANGUERA,PUBLICO,Rural,27
84125,"CENTRO ESCOLAR ""HENRY ORTIZ""",MORAZAN,JOCOAITIQUE,PUBLICO,Rural,242
84126,"CENTRO ESCOLAR ""MARIA PAZ CRISTINA  MONTES""",MORAZAN,MEANGUERA,PUBLICO,Rural,448
86001,CENTRO ESCOLAR  CANTON AGUA BLANCA,,,,,
86002,CENTRO ESCOLAR CASERIO LOS MEDRANOS,,,,,
86003,CENTRO ESCOLAR CASERIO  EL CARAGUITO,,,,,
86004,CENTRO ESCOLAR CASERIO LA MONTAÑITA,,,,,
86005,CENTRO ESCOLAR  CASERIO LOS BENITEZ,,,,,
86006,CENTRO ESCOLAR  CASERIO EL ALTO,,,,,
86007,CENTRO ESCOLAR CASERIO LOS CRUZ,,,,,
86009,CENTRO ESCOLAR CASERIO LOS GARCIA,,,,,
86010,CENTRO ESCOLAR CASERIO BENITEZ MEDRANO,,,,,
86011,"CENTRO ESCOLAR ""CASERIO EL ESPINALITO",,,,,
86012,CENTRO ESCOLAR  CASERIO LOS ZAVALA,,,,,
86013,CENTRO ESCOLAR  CASERIO LOS HERNANDEZ,,,,,
86014,CENTRO ESCOLAR  CASERIO EL SALITRE,,,,,
86015,CENTRO ESCOLAR  CASERIO EL ALTO,,,,,
86016,CENTRO ESCOLAR  CASERIO LOS CRUZ,,,,,
86017,CENTRO ESCOLAR  CASERIO EL TAPESCO,,,,,
86019,CENTRO ESCOLAR  CASERIO LOS RIOS,,,,,
86020,CENTRO ESCOLAR  CASERIO RIO ARRIBA,,,,,
86021,CENTRO ESCOLAR CANTON SANTA  LUCIA,LA UNION,BOLIVAR,PUBLICO,Rural,105
86022,CENTRO ESCOLAR CANTON CANDELARIA,LA UNION,BOLIVAR,PUBLICO,Rural,26
86023,CENTRO ESCOLAR CANTON EL ZAPOTE,LA UNION,CONCEPCION DE ORIENTE,PUBLICO,Rural,74
86025,CENTRO ESCOLAR CANTON CONCHAGUITA,LA UNION,CONCHAGUA,PUBLICO,Rural,123
86026,"CENTRO ESCOLAR ""ISMAEL AVELAR VELASQUEZ""",LA UNION,CONCHAGUA,PUBLICO,Rural,118
86027,CENTRO ESCOLAR CANTON PIEDRAS BLANCAS,LA UNION,CONCHAGUA,PUBLICO,Rural,50
86028,CENTRO ESCOLAR CASERIO  MACULIS,,,,,
86029,CENTRO ESCOLAR CASERIO COLONIA  NUEVA ESPERANZA,,,,,
86030,"CENTRO ESCOLAR ""LUIS ANDRES CACERES""",LA UNION,CONCHAGUA,PUBLICO,Rural,150
86031,CENTRO ESCOLAR CASERIO EL AMATILLO,,,,,
86032,CENTRO ESCOLAR  CASERIO  EL ACHIOTAL,,,,,
86034,CENTRO ESCOLAR  CANTON EL TEJAR,LA UNION,EL CARMEN,PUBLICO,Rural,9
86036,CENTRO ESCOLAR  CASERIO EL GUANACASTAL,,,,,
86037,CENTRO ESCOLAR  CANTON LOS CONEJOS,LA UNION,EL CARMEN,PUBLICO,Rural,97
86038,"CENTRO ESCOLAR  ""CASERIO EL ESPINO",,,,,
86039,CENTRO ESCOLAR  CANTON LAS PITAS,LA UNION,EL CARMEN,PUBLICO,Rural,138
86040,CENTRO ESCOLAR  CANTON OLOMEGA,LA UNION,EL CARMEN,PUBLICO,Rural,37
86041,CENTRO ESCOLAR CASERIO PUNTA DE NAVARRO,,,,,
86042,CENTRO ESCOLAR  CANTON SALALAGUA,LA UNION,EL CARMEN,PUBLICO,Rural,158
86043,CENTRO ESCOLAR CASERIO  CANTARERA,,,,,
86044,CENTRO ESCOLAR  CASERIO MANAGUA,,,,,
86045,CENTRO ESCOLAR  CASERIO EL ESTERON,,,,,
86046,CENTRO ESCOLAR CASERIO  EL CAULOTILLO,,,,,
86047,"CENTRO ESCOLAR  ""CASERIO EL ICACAL",,,,,
86048,CENTRO ESCOLAR  CASERIO LOS CHORROS,,,,,
86049,CENTRO ESCOLAR  CASERIO LAS CHACHAS,,,,,
86050,CENTRO ESCOLAR  CASERIO EL PORTILLO,,,,,
86051,CENTRO ESCOLAR  CANTON LAS MADERAS,LA UNION,LA UNION,PUBLICO,Rural,287
86052,CENTRO ESCOLAR CASERIO LA CUEVONA,,,,,
86053,CENTRO ESCOLAR  CASERIO LA MONTAÑITA,,,,,
86055,"CENTRO ESCOLAR ""CASERIO LOS BENITEZ",,,,,
86056,CENTRO ESCOLAR  CASERIO EL RELUMBRON,,,,,
86057,CENTRO ESCOLAR  CANTON EL DERRUMBADO,LA UNION,LISLIQUE,PUBLICO,Rural,223
86058,CENTRO ESCOLAR  CASERIO LOS CABRERA,,,,,
86059,CENTRO ESCOLAR  CASERIO EL CORRALITO,,,,,
86060,CENTRO ESCOLAR  CASERIO EL CHIQUERITO,,,,,
86061,CENTRO ESCOLAR  CASERIO EL APINTAL,,,,,
86062,CENTRO ESCOLAR  CASERIO SAN FRANCISCO,,,,,
86063,CENTRO ESCOLAR  CANTON GUAJINIQUIL,LA UNION,LISLIQUE,PUBLICO,Rural,193
86064,"CENTRO ESCOLAR ""CASERIO EL NACASCOLO",,,,,
86065,COMPLEJO EDUCATIVO CASERIO EL PEDERNAL,,,,,
86066,CENTRO ESCOLAR CASERIO EL ZAPOTE,,,,,
86067,CENTRO ESCOLAR  CANTON HIGUERAS,LA UNION,LISLIQUE,PUBLICO,Rural,122
86068,CENTRO ESCOLAR CASERIO LOS RUIZ,,,,,
86069,CENTRO ESCOLAR  CANTON  PILAS,LA UNION,LISLIQUE,PUBLICO,Rural,53
86070,CENTRO ESCOLAR  CASERIO LA ERMITA,,,,,
86072,CENTRO ESCOLAR  CASERIO LA PERIQUERA,,,,,
86073,CENTRO ESCOLAR CANTON EL PORTILLO,,,,,
86074,CENTRO ESCOLAR  CASERIO LOS VELASQUEZ,,,,,
86075,CENTRO ESCOLAR  CASERIO LOS GUZMAN,,,,,
86076,CENTRO ESCOLAR  CASERIO EL TULARCILLO,,,,,
86077,CENTRO ESCOLAR  CANTON HONDURITAS,LA UNION,NUEVA ESPARTA,PUBLICO,Rural,95
86078,CENTRO ESCOLAR  CASERIO EL BAÑADERO,,,,,
86079,CENTRO ESCOLAR  CASERIO EL AMATAL,,,,,
86080,CENTRO ESCOLAR  CASERIO LA JOYA,,,,,
86081,CENTRO ESCOLAR CASERIO LOS CHORROS,,,,,
86082,CENTRO ESCOLAR  CASERIO EL ZAPOTE,,,,,
86084,CENTRO ESCOLAR CASERIO MARCALITA,,,,,
86085,CENTRO ESCOLAR CANTON CERRO PELON,LA UNION,PASAQUINA,PUBLICO,Rural,16
86086,"CENTRO ESCOLAR  ""CASERIO QUEBRADA HONDA",,,,,
86088,"CENTRO ESCOLAR ""CASERIO LOS CAMOTES",,,,,
86089,CENTRO ESCOLAR  CASERIO LOMA ATRAVESADA,,,,,
86090,CENTRO ESCOLAR  CANTON EL TABLON,LA UNION,PASAQUINA,PUBLICO,Rural,110
86091,CENTRO ESCOLAR  CASERIO CANDELARIA DE LA ROMPISION,,,,,
86092,CENTRO ESCOLAR  CASERIO LOS CHAGUITES,,,,,
86094,CENTRO ESCOLAR  CASERIO EL CORTEZAL,,,,,
86095,"CENTRO ESCOLAR  ""JULIO CESAR MORALES""",LA UNION,PASAQUINA,PUBLICO,Rural,16
